IDX,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_ANNUITY,AMT_CREDIT,DAYS_BIRTH,NAME_EDUCATION_TYPE,OCCUPATION_TYPE,TARGET
5383,F,N,Y,180000,10125,202500,-15894,Secondary / secondary special,Laborers,0
5384,M,Y,N,157500,21460.5,270000,-15165,Secondary / secondary special,Laborers,0
5385,M,Y,Y,90000,16164,314100,-8648,Secondary / secondary special,Laborers,0
5386,M,Y,Y,157500,13500,270000,-17744,Higher education,Laborers,0
5387,M,N,Y,112500,13266,203760,-9229,Higher education,Security staff,0
5388,F,N,N,90000,13783.5,270000,-18411,Secondary / secondary special,Medicine staff,1
5389,M,N,N,90000,19876.5,183384,-20339,Secondary / secondary special,Drivers,0
5390,F,N,Y,157500,24480,398016,-21692,Secondary / secondary special,,0
5391,F,N,N,202500,21780,450000,-21041,Secondary / secondary special,,1
5392,F,N,Y,67500,17338.5,247275,-22843,Secondary / secondary special,,0
5393,F,N,N,157500,24867,649462.5,-17625,Secondary / secondary special,Managers,0
5394,F,N,Y,112500,23949,301464,-9245,Secondary / secondary special,,0
5395,M,Y,Y,157500,21307.5,414792,-18230,Secondary / secondary special,Drivers,0
5396,M,Y,Y,450000,56263.5,497520,-17478,Secondary / secondary special,Managers,0
5397,F,Y,N,135000,32287.5,540000,-13204,Secondary / secondary special,Cooking staff,0
5398,F,N,Y,90000,10125,202500,-13572,Secondary / secondary special,Laborers,1
5399,F,N,Y,135000,36459,755190,-23144,Secondary / secondary special,,0
5400,M,Y,Y,315000,63630,2220259.5,-13831,Higher education,Managers,0
5401,F,Y,N,112500,12564,225000,-15320,Secondary / secondary special,Sales staff,0
5402,F,N,Y,112500,23773.5,808650,-19614,Secondary / secondary special,Laborers,0
5403,M,N,Y,225000,25537.5,545040,-15442,Secondary / secondary special,Managers,0
5404,M,N,Y,292500,24543,450000,-11602,Secondary / secondary special,Laborers,0
5405,F,Y,Y,337500,44694,728460,-13478,Higher education,High skill tech staff,0
5406,F,N,Y,202500,33025.5,1125000,-17711,Secondary / secondary special,Cooking staff,0
5407,F,N,N,135000,28872,562981.5,-13552,Secondary / secondary special,Cooking staff,0
5408,F,N,N,180000,25546.5,603000,-20932,Higher education,,0
5409,F,N,Y,112500,33025.5,1125000,-23727,Secondary / secondary special,,0
5410,M,N,N,180000,37800,1288350,-12686,Lower secondary,Laborers,0
5411,F,N,Y,135000,44680.5,1305000,-8766,Higher education,Core staff,0
5412,F,N,Y,157500,20353.5,255960,-14976,Secondary / secondary special,Core staff,0
5413,M,Y,Y,189000,35554.5,450000,-16353,Secondary / secondary special,Laborers,0
5414,F,Y,N,180000,33129,781920,-15074,Higher education,,0
5415,F,N,Y,54000,25969.5,781920,-19362,Secondary / secondary special,,0
5416,M,Y,Y,225000,38551.5,1314117,-13453,Higher education,Laborers,0
5417,F,Y,Y,225000,24561,835605,-18015,Higher education,Core staff,0
5418,F,Y,Y,72000,11884.5,204768,-22720,Secondary / secondary special,,0
5419,F,N,Y,76500,5013,90000,-15381,Secondary / secondary special,Core staff,0
5420,M,N,N,135000,27990,258709.5,-16197,Secondary / secondary special,,0
5421,F,N,N,216000,37633.5,1047771,-10349,Higher education,Accountants,0
5422,F,N,N,112500,25249.5,388512,-21188,Secondary / secondary special,,0
5423,M,N,Y,225000,39114,328500,-11016,Higher education,Core staff,0
5424,F,Y,Y,225000,72778.5,1006920,-16527,Secondary / secondary special,,0
5425,F,Y,Y,225000,25537.5,545040,-10936,Higher education,,0
5426,M,N,Y,180000,46161,472500,-15081,Secondary / secondary special,Laborers,0
5427,F,N,Y,63000,30550.5,1040463,-21124,Secondary / secondary special,,0
5428,M,N,Y,90000,26217,808650,-20541,Secondary / secondary special,Core staff,0
5429,F,N,Y,49500,28597.5,675000,-11898,Secondary / secondary special,Security staff,0
5430,M,N,N,157500,17748,640764,-9307,Higher education,IT staff,0
5431,F,N,Y,135000,45954,9.00E+05,-17017,Secondary / secondary special,Sales staff,0
5432,F,Y,Y,202500,26257.5,814041,-9195,Higher education,Core staff,0
5433,F,N,N,135000,28638,592560,-11098,Secondary / secondary special,Sales staff,0
5434,F,N,Y,135000,28971,814041,-13077,Higher education,Waiters/barmen staff,0
5435,F,Y,Y,90000,13095,161730,-8050,Secondary / secondary special,Cooking staff,0
5436,F,N,Y,67500,7335,191133,-18754,Secondary / secondary special,Laborers,0
5437,F,N,Y,180000,20047.5,257391,-8904,Higher education,,0
5438,F,N,Y,67500,12852,119925,-19858,Secondary / secondary special,Laborers,0
5439,M,Y,Y,135000,26064,539100,-16862,Higher education,Core staff,0
5440,F,N,Y,202500,30717,1046142,-19851,Higher education,Managers,0
5441,F,N,Y,81000,9000,180000,-8439,Higher education,Sales staff,0
5442,F,N,Y,157500,10125,202500,-14051,Secondary / secondary special,Laborers,0
5443,F,Y,Y,180000,40320,835380,-12590,Incomplete higher,,0
5444,M,N,Y,360000,53581.5,473760,-10216,Secondary / secondary special,Laborers,0
5445,F,N,Y,67500,8271,134775,-12112,Secondary / secondary special,,0
5446,F,N,Y,135000,16852.5,343800,-17061,Higher education,Drivers,0
5447,F,N,N,157500,20290.5,171000,-8884,Higher education,,0
5448,F,N,Y,180000,17694,544491,-21406,Secondary / secondary special,,0
5449,F,Y,Y,54000,19705.5,545040,-22775,Higher education,,0
5450,F,N,Y,90000,31126.5,571396.5,-18728,Secondary / secondary special,Cleaning staff,0
5451,F,N,Y,180000,53122.5,747000,-21393,Secondary / secondary special,Sales staff,0
5452,F,N,Y,135000,20250,405000,-12770,Higher education,Core staff,0
5453,F,N,Y,81000,26217,808650,-19961,Secondary / secondary special,Cleaning staff,0
5454,M,Y,Y,216000,41985,819792,-13634,Secondary / secondary special,Drivers,0
5455,F,Y,Y,225000,30528,942300,-15655,Secondary / secondary special,Core staff,0
5456,M,N,Y,540000,35820,446787,-11133,Higher education,Managers,1
5457,F,N,Y,225000,32341.5,407727,-8373,Incomplete higher,Waiters/barmen staff,0
5458,F,N,Y,234000,86476.5,1699740,-19676,Secondary / secondary special,,0
5459,F,N,N,202500,22198.5,754740,-20601,Secondary / secondary special,Accountants,0
5460,M,Y,N,135000,31261.5,640080,-14164,Higher education,Drivers,0
5461,F,N,Y,90000,17136,227493,-23642,Secondary / secondary special,,0
5462,M,Y,N,360000,23490,291384,-8927,Secondary / secondary special,Drivers,1
5463,F,Y,Y,450000,43780.5,854896.5,-8665,Higher education,Core staff,1
5464,M,N,Y,157500,56074.5,520695,-10780,Secondary / secondary special,Laborers,0
5465,F,N,Y,90000,13086,277969.5,-23664,Secondary / secondary special,,0
5466,M,Y,Y,112500,18058.5,166500,-17591,Secondary / secondary special,Laborers,0
5467,F,N,Y,225000,16137,343377,-13934,Secondary / secondary special,,0
5468,M,Y,Y,135000,17914.5,459000,-20921,Secondary / secondary special,Drivers,0
5469,M,Y,Y,180000,19867.5,675000,-18387,Secondary / secondary special,,0
5470,M,Y,N,225000,36220.5,518562,-16853,Secondary / secondary special,Core staff,0
5471,M,Y,Y,202500,41062.5,521280,-18871,Secondary / secondary special,Sales staff,0
5472,F,N,Y,180000,13500,270000,-13969,Secondary / secondary special,Managers,0
5473,F,Y,Y,225000,51556.5,1483231.5,-14839,Higher education,Laborers,0
5474,F,N,Y,225000,25186.5,568858.5,-12247,Higher education,Managers,0
5475,F,N,N,270000,9000,180000,-7695,Higher education,Core staff,0
5476,M,N,Y,67500,15349.5,225000,-21064,Secondary / secondary special,,0
5477,M,Y,Y,225000,52452,1024740,-14857,Higher education,Laborers,1
5478,M,Y,Y,450000,45000,9.00E+05,-15360,Higher education,Managers,0
5479,M,N,N,180000,13500,270000,-14154,Secondary / secondary special,Laborers,0
5480,F,N,N,157500,10125,202500,-20574,Secondary / secondary special,Sales staff,0
5481,F,N,Y,121500,48406.5,1096020,-20960,Secondary / secondary special,,0
5482,F,Y,Y,112500,24592.5,508495.5,-14133,Higher education,High skill tech staff,0
5483,F,N,N,90000,33903,1159515,-15672,Secondary / secondary special,,0
5484,M,Y,N,157500,28462.5,239850,-13401,Lower secondary,Laborers,0
5485,F,N,Y,225000,24057,360000,-13445,Secondary / secondary special,Laborers,0
5486,F,N,N,121500,14323.5,135000,-15216,Higher education,Core staff,0
5487,F,N,Y,90000,20979,450000,-14094,Secondary / secondary special,Core staff,0
5488,M,N,Y,157500,13500,270000,-17114,Higher education,Core staff,0
5489,F,N,Y,315000,45000,9.00E+05,-14420,Secondary / secondary special,,0
5490,F,N,Y,90000,9000,180000,-8149,Secondary / secondary special,Core staff,0
5491,F,Y,N,90000,12960,343800,-12798,Secondary / secondary special,Accountants,0
5492,F,Y,Y,270000,24462,922500,-15027,Secondary / secondary special,Sales staff,0
5493,F,N,Y,135000,11488.5,225000,-18738,Secondary / secondary special,Security staff,0
5494,F,N,N,121500,52857,1096020,-20711,Secondary / secondary special,,0
5495,M,Y,Y,162000,31464,808650,-21862,Secondary / secondary special,Laborers,0
5496,M,Y,Y,270000,27423,521280,-14190,Secondary / secondary special,Drivers,0
5497,M,N,Y,202500,27153,254700,-24679,Secondary / secondary special,,0
5498,F,N,Y,121500,45634.5,1227901.5,-21546,Secondary / secondary special,,0
5499,F,N,Y,180000,36459,755190,-17970,Secondary / secondary special,Laborers,0
5500,F,N,Y,45000,15453,167076,-23802,Secondary / secondary special,,0
5501,M,Y,Y,247500,31653,1078200,-16189,Higher education,Laborers,0
5502,M,N,N,112500,12955.5,277969.5,-19251,Higher education,,0
5503,M,Y,N,337500,113769,1196869.5,-16015,Higher education,Core staff,0
5504,F,N,Y,67500,18738,472500,-19724,Secondary / secondary special,Laborers,0
5505,M,Y,Y,225000,20785.5,706500,-13318,Secondary / secondary special,Drivers,0
5506,F,N,Y,72000,21780,450000,-22438,Higher education,,0
5507,M,Y,N,225000,17563.5,358443,-17025,Higher education,Drivers,0
5508,F,N,Y,112500,19575,459000,-17088,Secondary / secondary special,Sales staff,0
5509,F,N,Y,157500,29884.5,1017684,-11673,Secondary / secondary special,Managers,0
5510,M,Y,Y,225000,13500,270000,-17082,Secondary / secondary special,Drivers,0
5511,F,Y,Y,135000,20259,688500,-15009,Secondary / secondary special,Core staff,0
5512,F,N,N,112500,35680.5,810000,-20739,Secondary / secondary special,,0
5513,F,Y,Y,153000,29070,495000,-14926,Higher education,Laborers,0
5514,F,N,Y,112500,14791.5,301500,-17860,Secondary / secondary special,Cooking staff,0
5515,M,N,Y,220500,36000,720000,-23095,Higher education,,0
5516,F,N,Y,90000,13500,270000,-10781,Secondary / secondary special,Sales staff,1
5517,F,N,Y,112500,47781,490495.5,-10605,Secondary / secondary special,Sales staff,0
5518,M,Y,Y,202500,36459,755190,-13636,Secondary / secondary special,,0
5519,M,Y,Y,166500,34627.5,973710,-19583,Secondary / secondary special,,0
5520,F,Y,N,180000,28728,675000,-13243,Secondary / secondary special,Cooking staff,1
5521,F,N,N,90000,32004,450000,-8622,Higher education,Sales staff,0
5522,F,Y,N,81000,21888,513531,-15883,Secondary / secondary special,Laborers,0
5523,M,N,N,180000,22018.5,450000,-15138,Secondary / secondary special,,1
5524,M,Y,N,189000,16047,544491,-15410,Secondary / secondary special,,0
5525,F,N,Y,135000,35392.5,521280,-16699,Secondary / secondary special,Sales staff,0
5526,F,N,N,90000,12204,312768,-21479,Secondary / secondary special,,0
5527,F,N,Y,180000,35617.5,545040,-16846,Secondary / secondary special,Private service staff,0
5528,F,N,Y,90000,27094.5,440784,-18643,Secondary / secondary special,Core staff,0
5529,F,N,N,99000,25015.5,315000,-12130,Secondary / secondary special,,0
5530,M,Y,Y,202500,15241.5,152820,-18570,Secondary / secondary special,,0
5531,M,N,Y,180000,20250,405000,-23120,Secondary / secondary special,Managers,0
5532,F,N,Y,238500,27679.5,942300,-16572,Higher education,Medicine staff,0
5533,F,N,N,292500,21298.5,435253.5,-15547,Secondary / secondary special,,0
5534,F,N,Y,135000,31653,1078200,-12104,Secondary / secondary special,Cooking staff,0
5535,F,Y,N,157500,62568,1800000,-20055,Secondary / secondary special,,0
5536,M,N,Y,225000,31045.5,797868,-17706,Secondary / secondary special,Laborers,0
5537,F,N,N,112500,18189,332946,-18406,Secondary / secondary special,Sales staff,0
5538,M,N,N,135000,35523,835380,-13994,Secondary / secondary special,Low-skill Laborers,0
5539,F,N,Y,112500,17887.5,182286,-24844,Secondary / secondary special,,0
5540,M,Y,N,175500,57649.5,9.00E+05,-11117,Secondary / secondary special,Laborers,0
5541,M,N,N,157500,22302,364896,-17363,Secondary / secondary special,Laborers,0
5542,F,N,Y,112500,15516,477000,-18368,Secondary / secondary special,Cooking staff,0
5543,M,N,Y,270000,48348,525735,-14317,Secondary / secondary special,Laborers,0
5544,F,N,Y,175500,37246.5,1354500,-12816,Secondary / secondary special,High skill tech staff,0
5545,M,Y,N,225000,26050.5,797557.5,-13697,Incomplete higher,Managers,0
5546,F,N,Y,90000,6750,135000,-11627,Secondary / secondary special,Laborers,0
5547,F,N,Y,90000,17761.5,178290,-19824,Higher education,HR staff,0
5548,F,N,Y,247500,34303.5,491031,-9985,Secondary / secondary special,Sales staff,0
5549,M,Y,Y,202500,57168,723604.5,-9203,Secondary / secondary special,,0
5550,F,N,Y,225000,13500,270000,-8006,Secondary / secondary special,Sales staff,0
5551,F,N,Y,67500,10206,101880,-10926,Secondary / secondary special,Sales staff,0
5552,F,N,N,112500,21568.5,733176,-23554,Lower secondary,,0
5553,F,N,N,126000,9000,180000,-7715,Secondary / secondary special,,0
5554,F,Y,Y,135000,6768,150768,-16250,Lower secondary,,0
5555,F,Y,Y,99000,17586,247275,-10685,Higher education,Cooking staff,0
5556,F,N,Y,162000,25596,604152,-21860,Secondary / secondary special,,0
5557,F,Y,Y,90000,16875,337500,-12465,Secondary / secondary special,Sales staff,0
5558,M,N,N,202500,29839.5,640080,-12535,Higher education,Managers,0
5559,F,N,N,126000,27193.5,450000,-19750,Secondary / secondary special,High skill tech staff,0
5560,F,Y,Y,270000,27000,540000,-12024,Higher education,,0
5561,M,N,Y,112500,38452.5,904500,-21805,Secondary / secondary special,Laborers,0
5562,F,N,Y,112500,42831,1080000,-20267,Secondary / secondary special,,0
5563,F,N,Y,180000,29250,585000,-11325,Secondary / secondary special,Accountants,0
5564,F,N,Y,360000,25803,533668.5,-14132,Higher education,Managers,0
5565,F,N,N,99000,20164.5,508495.5,-23136,Secondary / secondary special,,0
5566,F,Y,Y,270000,53361,1345500,-10403,Higher education,Sales staff,0
5567,F,Y,Y,274500,14625,292500,-21278,Lower secondary,,0
5568,F,N,N,135000,14625,292500,-16828,Secondary / secondary special,Laborers,0
5569,M,Y,Y,112500,13500,270000,-17113,Secondary / secondary special,Core staff,0
5570,M,N,N,99000,21307.5,315000,-13365,Secondary / secondary special,Low-skill Laborers,1
5571,F,Y,Y,585000,48901.5,1773639,-17086,Secondary / secondary special,Core staff,0
5572,F,N,Y,153000,18315,378000,-14839,Incomplete higher,Core staff,1
5573,M,N,Y,211500,49248,675000,-16667,Secondary / secondary special,High skill tech staff,0
5574,M,N,Y,135000,32602.5,675000,-12011,Secondary / secondary special,Drivers,0
5575,F,N,Y,63000,19057.5,271957.5,-23588,Secondary / secondary special,,0
5576,F,N,Y,99000,17185.5,234369,-22181,Secondary / secondary special,,0
5577,F,N,Y,180000,23962.5,562491,-13597,Secondary / secondary special,Laborers,0
5578,F,N,Y,180000,31729.5,319500,-20683,Secondary / secondary special,,0
5579,F,N,Y,90000,12375,247500,-15547,Secondary / secondary special,Laborers,1
5580,F,Y,Y,234000,35937,592560,-10813,Secondary / secondary special,Core staff,1
5581,F,N,Y,135000,6750,135000,-11626,Incomplete higher,Laborers,0
5582,F,N,Y,112500,23494.5,239850,-25097,Higher education,,0
5583,F,N,Y,166500,26550,517500,-19829,Secondary / secondary special,Private service staff,0
5584,M,Y,N,202500,12028.5,180000,-12758,Secondary / secondary special,Laborers,0
5585,F,N,Y,94500,22018.5,450000,-14170,Secondary / secondary special,Laborers,1
5586,M,N,Y,83250,28849.5,781695,-20917,Secondary / secondary special,Core staff,1
5587,M,N,Y,225000,52452,699808.5,-11732,Secondary / secondary special,Managers,0
5588,F,N,N,387000,93204,1800000,-22158,Higher education,Managers,0
5589,F,N,Y,112500,6493.5,136512,-22355,Secondary / secondary special,,0
5590,F,N,N,180000,41499,1255680,-13312,Incomplete higher,,0
5591,F,N,Y,112500,13500,270000,-20064,Secondary / secondary special,Laborers,0
5592,M,N,Y,157500,30073.5,622413,-9312,Secondary / secondary special,Laborers,0
5593,M,N,N,202500,19098,180000,-10765,Secondary / secondary special,Sales staff,0
5594,F,N,Y,225000,11250,225000,-13645,Secondary / secondary special,Security staff,0
5595,F,N,Y,247500,41661,983299.5,-13656,Higher education,Accountants,0
5596,F,N,Y,112500,25272,495000,-18341,Secondary / secondary special,Sales staff,0
5597,M,N,Y,135000,30384,592560,-11398,Secondary / secondary special,Laborers,0
5598,M,Y,Y,90000,14751,254700,-23963,Secondary / secondary special,,1
5599,F,N,Y,99000,10345.5,284400,-15951,Higher education,High skill tech staff,0
5600,F,Y,Y,157500,27643.5,348264,-12974,Higher education,Laborers,1
5601,F,N,Y,157500,11308.5,263844,-21347,Secondary / secondary special,,0
5602,M,N,N,112500,28935,531000,-14853,Higher education,Managers,0
5603,M,Y,N,225000,12244.5,112500,-11691,Secondary / secondary special,Laborers,0
5604,F,N,Y,202500,41629.5,1255680,-18862,Secondary / secondary special,,0
5605,F,N,Y,54000,16294.5,450000,-22382,Secondary / secondary special,,0
5606,M,N,Y,157500,31261.5,640080,-9795,Secondary / secondary special,Drivers,1
5607,F,N,N,112500,15718.5,420718.5,-19685,Secondary / secondary special,Sales staff,0
5608,F,N,Y,135000,18090,252531,-21091,Secondary / secondary special,,0
5609,F,N,Y,103500,35559,358213.5,-19772,Secondary / secondary special,Managers,0
5610,M,N,Y,315000,76662,728833.5,-16248,Higher education,Cooking staff,0
5611,F,N,Y,99000,21775.5,675000,-19262,Higher education,,0
5612,F,Y,N,135000,33381,337500,-19986,Higher education,Accountants,0
5613,F,Y,Y,180000,21825,276277.5,-15890,Incomplete higher,Laborers,0
5614,F,N,Y,202500,22738.5,700830,-16594,Higher education,,1
5615,M,N,Y,270000,46251,1185120,-11292,Higher education,Laborers,0
5616,F,N,N,135000,28917,679500,-11390,Secondary / secondary special,Sales staff,0
5617,F,N,N,112500,13090.5,343800,-21935,Secondary / secondary special,,0
5618,M,N,N,202500,36180,564124.5,-14212,Secondary / secondary special,Drivers,0
5619,M,N,Y,405000,38263.5,9.00E+05,-16409,Secondary / secondary special,Laborers,0
5620,M,N,Y,495000,62950.5,1125000,-13036,Secondary / secondary special,,0
5621,F,N,Y,54000,8113.5,188460,-22495,Secondary / secondary special,,0
5622,F,N,Y,157500,11826,203760,-22204,Secondary / secondary special,,0
5623,M,N,Y,117000,48384,495351,-22719,Incomplete higher,,0
5624,F,N,Y,67500,9000,180000,-7700,Higher education,Waiters/barmen staff,0
5625,M,N,Y,117000,31131,640080,-16196,Secondary / secondary special,Laborers,0
5626,F,N,Y,90000,32278.5,298512,-15198,Secondary / secondary special,Sales staff,0
5627,M,N,Y,184500,29862,675000,-15972,Secondary / secondary special,Laborers,0
